Customer ID,Order ID,Product ID,Sales,Cost Price,Quantity,Discount,Discount_Amount,Total Sales,Total Cost,Profit,Total Profit
TM070339,ARX-927914,01JZ3NC9TXWQDG8G759KA27M39,5.71,2.287,10,0.16,9.136,57.1,22.87,3.423,34.23
FB065898,YMZ-677542,01JZ3NT49THG4AVAGNEB6BR78E,12.41,5.396,9,0.01,1.1169,111.69,48.564,7.014,63.126
WQ052828,KIT-289405,01JZ3NR9X37JFAHH4WH1W5YNZV,3.31,1.756,14,0.03,1.3902,46.34,24.584,1.554,21.756
LQ014108,CEY-662137,01JZ3NQZPD4K75S5JXRHZ436CJ,4.71,2.316,15,0.08,5.652,70.65,34.74,2.394,35.91
HG027398,YEP-975446,01JZ3NR8RKXACC9AS2J3DS22F2,5.71,2.716,2,0.03,0.3426,11.42,5.432,2.994,5.988
IM018779,ULD-147806,01JZ3NR1QMK9WKEFZRXCWGNYS6,41.41,16.996,6,0.19,47.2074,248.46,101.976,24.414,146.484
RV066355,YGM-992564,01JZ3NSYPGE5N8VHXNKAD7X1TS,46.41,18.996,1,0,0,46.41,18.996,27.414,27.414
HL006234,NWT-559201,01JZ3NCFNXSXP4C9R3XTT3HCEB,91.41,27.997,8,0.19,138.9432,731.28,223.976,63.413,507.304
GV013637,XCP-783975,01JZ3NT3Y6992R3PXBFP1WZ63W,51.41,20.996,6,0.02,6.1692,308.46,125.976,30.414,182.484
JK073255,BSD-255811,01JZ3NC9TXWQDG8G759KA27M39,5.71,2.287,8,0.05,2.284,45.68,18.296,3.423,27.384
OH082802,VQR-802814,01JZ3NTKKZWA3CX7F820HPW61R,6.41,2.996,3,0.04,0.7692,19.23,8.988,3.414,10.242
MX029359,FYK-698194,01JZ3NR2S38117780N913JRKC4,6.41,2.996,1,0.15,0.9615,6.41,2.996,3.414,3.414
HT054255,VHR-598089,01JZ3NCGCX6QST25AP8C2W3CG8,36.41,11.497,8,0.16,46.6048,291.28,91.976,24.913,199.304
CY070612,PJC-659821,01JZ3NCE01EKEWBJWC5W9WYB0N,4.41,1.897,18,0,0,79.38,34.146,2.513,45.234
FO087533,DYB-168668,01JZ3NR848MR60K9R4D5B78F2T,4.41,2.196,13,0.17,9.7461,57.33,28.548,2.214,28.782
IA056476,BAA-721602,01JZ3NCATB7DPT7B8N67YKQEDG,51.41,15.997,1,0.1,5.141,51.41,15.997,35.413,35.413
GD051430,CZJ-073653,01JZ3NC95QFKZKGKHZ6CQ5BVD1,3.91,1.747,17,0.13,8.6411,66.47,29.699,2.163,36.771
YC083120,DXA-717599,01JZ3NR8RKXACC9AS2J3DS22F2,5.71,2.716,1,0.09,0.5139,5.71,2.716,2.994,2.994
RW041477,JXE-263441,01JZ3NR9WVKXG4VHXKBSXA3T5J,4.71,2.316,13,0.1,6.123,61.23,30.108,2.394,31.122
KW041893,ZAW-291099,01JZ3NR2FKG04PANE275R3J1VZ,14.41,6.196,7,0.12,12.1044,100.87,43.372,8.214,57.498
YX078642,MDU-771249,01JZ3NR1ZMXCWP2Q0WV3MZSD23,101.41,40.996,4,0.06,24.3384,405.64,163.984,60.414,241.656
PL062395,NJK-112060,01JZ3NR27C8P42VRMSEJHF8Q4P,16.41,6.996,5,0.13,10.6665,82.05,34.98,9.414,47.07
LR010971,JVP-852470,01JZ3NTF0M7ZK1NZ6TJ5XWFPG3,21.41,8.996,7,0.18,26.9766,149.87,62.972,12.414,86.898
WZ006306,IQE-037142,01JZ3NTA4KZANMBYZ84VNQSBYX,6.91,3.196,7,0.12,5.8044,48.37,22.372,3.714,25.998
YR022592,DUL-861633,01JZ3NR576SJJYMQMS1FGQ4G8H,41.41,16.996,10,0.03,12.423,414.1,169.96,24.414,244.14
UX079399,ZMG-331024,01JZ3NSYFFWT8F22WTX9RN6NMH,14.41,6.196,8,0.03,3.4584,115.28,49.568,8.214,65.712
EB064981,CES-081529,01JZ3NTDXVFQHYEE5A8QDDKDKY,26.41,10.996,18,0.02,9.5076,475.38,197.928,15.414,277.452
CT082216,IHI-197295,01JZ3NTKBANDJFEQPZCCBCEGEY,36.42,15,1,0.06,2.1852,36.42,15,21.42,21.42
ZE046661,PRY-948757,01JZ3NTHX0N1PP4F7Y1TE1N6S2,12.41,5.396,11,0.15,20.4765,136.51,59.356,7.014,77.154
BB034030,HBP-405770,01JZ3NCBGRY32M109TS1NHZGKH,31.42,10,2,0.11,6.9124,62.84,20,21.42,42.84
WG067728,DWA-921223,01JZ3NCDW199GHRC2JDSQE3RAE,9.41,3.397,18,0.2,33.876,169.38,61.146,6.013,108.234
HY047879,QOO-450341,01JZ3NCDR0VC2V9K9NYGDWQTET,20.41,6.697,15,0.01,3.0615,306.15,100.455,13.713,205.695
CG060898,YHU-925703,01JZ3NR6V25GCZP5ZQAJ7E54YY,7.91,3.596,20,0.11,17.402,158.2,71.92,4.314,86.28
BH051558,SFP-792986,01JZ3NTBJV0DHTMP743FW430FD,21.41,8.996,7,0.17,25.4779,149.87,62.972,12.414,86.898
FB065898,NKY-156344,01JZ3NTJZ332YFTVY91E4CRWZD,4.11,2.076,2,0.13,1.0686,8.22,4.152,2.034,4.068
FR022820,HVQ-790421,01JZ3NCC3TP3PGXKB82EZZ9AP2,5.11,2.107,11,0.08,4.4968,56.21,23.177,3.003,33.033
KE097740,QQA-667621,01JZ3NR9XQDV2BRX16834XQFP4,6.41,2.996,3,0.2,3.846,19.23,8.988,3.414,10.242
CT082216,AXI-021582,01JZ3NCCDM3RJ1TK7RYN55M0W3,5.21,2.137,5,0.06,1.563,26.05,10.685,3.073,15.365
EY021607,EIV-696164,01JZ3NCFX2468YPNRF3YMTWRV4,9.41,3.397,5,0.14,6.587,47.05,16.985,6.013,30.065
PB085687,SDR-408339,01JZ3NTBYKWWF6275A3R8VT1BW,4.91,2.396,15,0.16,11.784,73.65,35.94,2.514,37.71
HY047879,RGG-435012,01JZ3NT56PV7E8E25VAQHV3M4D,71.41,28.996,9,0.19,122.1111,642.69,260.964,42.414,381.726
TD022773,LYG-576315,01JZ3NRA19FEQVBV58RSDVCZXM,10.41,4.596,19,0.16,31.6464,197.79,87.324,5.814,110.466
PI013145,JSC-840322,01JZ3NQZXX8EW827CMPM8YRB0G,5.61,2.676,18,0.02,2.0196,100.98,48.168,2.934,52.812
ZT062653,IPW-308735,01JZ3NRA23JAGBH44BW5RPJQ1Q,6.41,2.996,17,0.06,6.5382,108.97,50.932,3.414,58.038
WW058734,VYQ-566845,01JZ3NTD5GHDRWHBP57PNK6V7F,5.41,2.596,13,0.18,12.6594,70.33,33.748,2.814,36.582
ON048367,WNX-556184,01JZ3NTKF7NRPEX4NY37DPFX1D,51.41,20.996,1,0.14,7.1974,51.41,20.996,30.414,30.414
ZU044069,RLQ-197778,01JZ3NR234BHZVMWPPHPV43ZC4,31.41,12.996,12,0.07,26.3844,376.92,155.952,18.414,220.968
CZ054222,HET-751518,01JZ3NTD5GHDRWHBP57PNK6V7F,5.41,2.596,14,0.1,7.574,75.74,36.344,2.814,39.396
CP050234,JYR-741228,01JZ3NT1FA59SZQPFH19E0638A,8.41,3.796,2,0.17,2.8594,16.82,7.592,4.614,9.228
IW074591,XUR-516632,01JZ3NR3YF0JKRAZDYKM5JMJ3P,41.41,16.996,15,0.14,86.961,621.15,254.94,24.414,366.21
ZD091276,KVW-835918,01JZ3NR1CBF84T9FZV96C1B5D6,26.41,10.996,13,0.02,6.8666,343.33,142.948,15.414,200.382
EB064981,WTQ-491286,01JZ3NCGQX2FRHVQH38DBR32BE,301.41,90.997,18,0.13,705.2994,5425.38,1637.946,210.413,3787.434
TU039036,QVB-513402,01JZ3NTK84AZRGP5R1ZZ518QC7,251.41,100.996,14,0.15,527.961,3519.74,1413.944,150.414,2105.796
SJ097729,MQI-201860,01JZ3NTD1H4PCDT5K25F9HEHW7,6.21,2.916,1,0.14,0.8694,6.21,2.916,3.294,3.294
DI067107,YXD-243265,01JZ3NR9X37JFAHH4WH1W5YNZV,3.31,1.756,15,0.06,2.979,49.65,26.34,1.554,23.31
DP081891,QUT-866569,01JZ3NTEHKCDAVMNKF3EWJYF77,6.41,2.996,20,0.06,7.692,128.2,59.92,3.414,68.28
PC066841,ZOL-065860,01JZ3NTKHWDCNAVCA5YEHERGTB,3.91,1.996,5,0.14,2.737,19.55,9.98,1.914,9.57
BD074505,IWB-600542,01JZ3NSXBNWYXT6APF7FYKHFY3,6.41,2.996,2,0.19,2.4358,12.82,5.992,3.414,6.828
NF066979,RMF-597646,01JZ3NTPZR31JG9JMFGGH243ZD,34.41,14.196,11,0.03,11.3553,378.51,156.156,20.214,222.354
LJ093742,LCC-407580,01JZ3NCAEJ3FWKYVC0PPTH48TC,3.71,1.687,17,0.07,4.4149,63.07,28.679,2.023,34.391
EE025228,JFD-004967,01JZ3NCAZYKQC9YBR9R2E9W2WR,8.41,3.097,20,0,0,168.2,61.94,5.313,106.26
XH062520,HJP-087110,01JZ3NT8Y7V83B84ZY7ZZ6N90Y,4.41,2.196,3,0.12,1.5876,13.23,6.588,2.214,6.642
DU007963,JBP-664476,01JZ3NR4TDH4Q7VTBVJ4VDWNBH,6.41,2.996,1,0.01,0.0641,6.41,2.996,3.414,3.414
OK062011,VIS-850756,01JZ3NCAX6WWWV09C9PAQST096,24.41,7.897,18,0.07,30.7566,439.38,142.146,16.513,297.234
RV066355,RWC-124510,01JZ3NCEZ4MJHM8CT3CAHK2ZQK,201.41,60.997,1,0.05,10.0705,201.41,60.997,140.413,140.413
CN044542,HFU-275656,01JZ3NR6WWA2CDB744ASX0QPDK,131.41,52.996,3,0.13,51.2499,394.23,158.988,78.414,235.242
ES011889,HDG-394302,01JZ3NCFFCT0PQ3RXHXNVD01JC,5.41,2.197,18,0.12,11.6856,97.38,39.546,3.213,57.834
IT060395,DZL-531107,01JZ3NTK0PF89ZMV5TTW1QK36S,4.41,2.196,2,0,0,8.82,4.392,2.214,4.428
MJ019298,WUU-183556,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,51.41,20.996,8,0.07,28.7896,411.28,167.968,30.414,243.312
TP022524,RGB-098795,01JZ3NCAS1QFX4034BPHYKD7NK,51.41,15.997,4,0.12,24.6768,205.64,63.988,35.413,141.652
IA056476,JWL-443647,01JZ3NSXFNNKZ42D4KCN7Y9GSJ,7.41,3.396,13,0.1,9.633,96.33,44.148,4.014,52.182
YE056156,ICK-292107,01JZ3NSZRCYMVJVKVQRQAB7ASZ,12.41,5.396,10,0.19,23.579,124.1,53.96,7.014,70.14
PC066841,LYV-888086,01JZ3NR6EKR983FPJPE9RF3ND5,26.41,10.996,6,0.13,20.5998,158.46,65.976,15.414,92.484
XB095293,ZAS-686423,01JZ3NCA3JNK3N2STPPV4FAQ80,31.41,9.997,5,0.14,21.987,157.05,49.985,21.413,107.065
HC025261,ZJR-232336,01JZ3NCA3XEVGABACM6PABXMVS,4.71,1.987,17,0.09,7.2063,80.07,33.779,2.723,46.291
EC073665,UHX-132351,01JZ3NC9T9Z1RSZP63NCCBJE40,10.41,3.697,17,0.18,31.8546,176.97,62.849,6.713,114.121
IK076547,KKY-011673,01JZ3NR3ZG1QNMJW0X08450BA0,3.91,1.996,9,0.07,2.4633,35.19,17.964,1.914,17.226
LV083814,WKM-691604,01JZ3NR7JM899NW17YX91S4EW0,14.41,6.196,16,0.03,6.9168,230.56,99.136,8.214,131.424
HL006234,PHC-650744,01JZ3NTHWCVX3NBQPJ6RPJS88Q,26.41,10.996,19,0,0,501.79,208.924,15.414,292.866
OI064452,LYD-257892,01JZ3NR2F3SXYKD10H6CDHR16S,3.91,1.996,20,0.17,13.294,78.2,39.92,1.914,38.28
XW060260,CXN-099850,01JZ3NT56PV7E8E25VAQHV3M4D,71.41,28.996,10,0.17,121.397,714.1,289.96,42.414,424.14
XW065274,QWE-213670,01JZ3NR848MR60K9R4D5B78F2T,4.41,2.196,17,0.12,8.9964,74.97,37.332,2.214,37.638
KI039617,IMV-224819,01JZ3NC9RVVD2Q59Q4S0F56Y3S,24.41,7.897,13,0.1,31.733,317.33,102.661,16.513,214.669
AC082690,MUT-456091,01JZ3NR54TYRJAE0REVD7DTTP5,91.41,36.996,10,0.12,109.692,914.1,369.96,54.414,544.14
IO007481,MMG-632603,01JZ3NR73MTRDH62EDCCC8RD9M,21.41,8.996,14,0.18,53.9532,299.74,125.944,12.414,173.796
CX034161,CQX-762953,01JZ3NTBTTPZKZ6WJWNQ6MB013,41.41,16.996,1,0.12,4.9692,41.41,16.996,24.414,24.414
VN077787,QDL-008374,01JZ3NTKNXP3HJD0X5H9B7VHVE,4.41,2.196,2,0,0,8.82,4.392,2.214,4.428
KX038689,PCI-267528,01JZ3NCGS0QP766SVRA5B6KN0S,4.91,2.047,10,0.15,7.365,49.1,20.47,2.863,28.63
SV087663,YNB-640698,01JZ3NCH1WYQH46ANGEVPSXQN8,31.41,9.997,7,0.18,39.5766,219.87,69.979,21.413,149.891
GT094069,WNW-442881,01JZ3NT8WWGJQBAC3MR3NZHYY1,7.41,3.396,13,0.15,14.4495,96.33,44.148,4.014,52.182
ZR069261,GPI-120057,01JZ3NR3C4HBQGK74DAKRS4YJV,6.91,3.196,16,0,0,110.56,51.136,3.714,59.424
YG065949,NZH-511284,01JZ3NR2636X7KVN84BQPBH7YC,51.41,20.996,13,0.03,20.0499,668.33,272.948,30.414,395.382
KF020921,QFR-425465,01JZ3NR6KYKMXCDMAYJH7KG8ZH,41.41,16.996,4,0.09,14.9076,165.64,67.984,24.414,97.656
DP081891,VSW-604522,01JZ3NR32W3ZWK5GQRMRXC6TJT,36.41,14.996,14,0.02,10.1948,509.74,209.944,21.414,299.796
IU068896,MKT-132002,01JZ3NCFX2468YPNRF3YMTWRV4,9.41,3.397,10,0.15,14.115,94.1,33.97,6.013,60.13
OX028733,TJY-633862,01JZ3NRA3XSB3YN395Q3NAB5RQ,26.41,10.996,5,0.05,6.6025,132.05,54.98,15.414,77.07
HL006234,YNV-015349,01JZ3NCB1MJ1T0QH0KVWTCZP4C,51.41,15.997,18,0.07,64.7766,925.38,287.946,35.413,637.434
PV023147,TBD-134217,01JZ3NR49D4YS94DVS7Y2E0SZ3,36.41,14.996,3,0,0,109.23,44.988,21.414,64.242
EO027251,PKE-405429,01JZ3NR4BS6GR54TE3SR52JT5B,5.41,2.596,11,0.06,3.5706,59.51,28.556,2.814,30.954
DE053807,MFK-463529,01JZ3NTKQVNV3JQFH1890HZEPJ,5.41,2.596,14,0.02,1.5148,75.74,36.344,2.814,39.396
MQ028717,WOG-166945,01JZ3NTN2CVFC57QTXD9F0AS8F,14.41,6.196,20,0.2,57.64,288.2,123.92,8.214,164.28
VQ012259,AFW-435012,01JZ3NSZTGKZ5KSVYGV7RNN1ZJ,41.41,16.996,14,0.16,92.7584,579.74,237.944,24.414,341.796
OF068322,QEF-722676,01JZ3NRAQMWJDY6JCDKQT3Q90F,6.41,2.996,7,0.14,6.2818,44.87,20.972,3.414,23.898
XQ042731,HDP-201240,01JZ3NTFA3Y0KC1YQXTC6Z0RZJ,26.41,10.996,11,0.07,20.3357,290.51,120.956,15.414,169.554
ON076441,BPK-734314,01JZ3NSZ2PHJS11APMCF0WSF94,81.41,32.996,2,0.16,26.0512,162.82,65.992,48.414,96.828
BT027523,JJP-878282,01JZ3NCBFH0RF0DKWCKWMTE847,27.41,8.797,17,0.19,88.5343,465.97,149.549,18.613,316.421
PC066841,LZJ-802064,01JZ3NCGQX2FRHVQH38DBR32BE,301.41,90.997,17,0.18,922.3146,5123.97,1546.949,210.413,3577.021
FV080737,COD-837937,01JZ3NTKNXP3HJD0X5H9B7VHVE,4.41,2.196,17,0.13,9.7461,74.97,37.332,2.214,37.638
UG081307,WYS-572537,01JZ3NCBKK548X74R5E8EN8JCP,41.41,12.997,3,0.19,23.6037,124.23,38.991,28.413,85.239
FR010822,QMI-733097,01JZ3NCBDNPX0E32472V2XS7NK,21.41,6.997,7,0,0,149.87,48.979,14.413,100.891
QC015889,XRJ-742969,01JZ3NCGN4M2ZQYAPPP0Z43TWG,41.41,12.997,12,0.19,94.4148,496.92,155.964,28.413,340.956
FQ012040,CGZ-785835,01JZ3NR78T607XN8MYTVSVSVAR,7.41,3.396,14,0.07,7.2618,103.74,47.544,4.014,56.196
RU014698,HZF-787768,01JZ3NCF34ETHKWAN4PG26BSZ7,41.41,12.997,17,0.11,77.4367,703.97,220.949,28.413,483.021
MU027586,RAE-997633,01JZ3NCFDG6SSX97HGC6A35N7A,5.51,2.227,15,0.12,9.918,82.65,33.405,3.283,49.245
OR048214,SAI-299505,01JZ3NCF2BEE914G4J9TPM5JTG,3.91,1.747,11,0.12,5.1612,43.01,19.217,2.163,23.793
ZJ097568,QZU-222217,01JZ3NR8GG6661J0S2TJDRFAG6,5.41,2.596,7,0.04,1.5148,37.87,18.172,2.814,19.698
YG065949,SFI-764769,01JZ3NTBT6Q3PZTDN5F4W6G2VE,20.41,8.596,9,0.11,20.2059,183.69,77.364,11.814,106.326
QV089026,CBT-211408,01JZ3NRA7VZYA3N6FRCF6TC3DJ,4.41,2.196,3,0.02,0.2646,13.23,6.588,2.214,6.642
YD055268,NQH-348759,01JZ3NC9ETTP8QPZ6WJZWSBZRF,4.41,1.897,3,0.08,1.0584,13.23,5.691,2.513,7.539
IZ050669,FYV-922068,01JZ3NT49THG4AVAGNEB6BR78E,12.41,5.396,3,0.13,4.8399,37.23,16.188,7.014,21.042
LZ016012,MWJ-270583,01JZ3NCH6KDDRC206MBKX8BY60,24.41,7.897,10,0.2,48.82,244.1,78.97,16.513,165.13
OK062011,DTD-823384,01JZ3NR39VFZ49AG2DR66SQHN1,4.41,2.196,1,0.17,0.7497,4.41,2.196,2.214,2.214
ZU044069,YVO-359550,01JZ3NR0GA9A32V3K74C4VGSQW,6.91,3.196,9,0.09,5.5971,62.19,28.764,3.714,33.426
BS041004,ZAG-690279,01JZ3NTDCG21Y0NJWF49GNJBFW,26.41,10.996,17,0.19,85.3043,448.97,186.932,15.414,262.038
CI029431,KBD-123850,01JZ3NR6KYKMXCDMAYJH7KG8ZH,41.41,16.996,11,0.06,27.3306,455.51,186.956,24.414,268.554
GL088865,NLT-617034,01JZ3N5920TAB9V7DN8CPA74TT,6.99,2.097,16,0,0,111.84,33.552,4.893,78.288
DN065667,HRK-952725,01JZ3N58N7TYTVCXRRQM9SS6C6,89.99,26.997,1,0.22,19.7978,89.99,26.997,62.993,62.993
PH007244,ZEE-999047,01JZ3N5AQTPM3TRV8Z5X8TJD1Y,4.99,1.497,17,0.31,26.2973,84.83,25.449,3.493,59.381
AK052576,XUH-315957,01JZ3NC5C38QCSKF4QZ99H1B6V,3.59,1.077,13,0.14,6.5338,46.67,14.001,2.513,32.669
WH063347,EPX-586560,01JZ3NC7Y2NZG6MZB0K4DA427J,5.99,1.797,2,0.24,2.8752,11.98,3.594,4.193,8.386
UZ041116,PVE-486005,01JZ3NC54PM7TR91GSFXWQ57GP,39.99,11.997,14,0.32,179.1552,559.86,167.958,27.993,391.902
UQ033256,BJI-614201,01JZ3N58A6AQ492JM2MA5ZRPA1,14.99,4.497,15,0.05,11.2425,224.85,67.455,10.493,157.395
VY028571,ADG-593659,01JZ3N58SAW3XZ8SQ6D6P9PCQT,2.99,0.897,2,0,0,5.98,1.794,2.093,4.186
BP009480,IUV-491239,01JZ3NC7B86JEQRHTJTFX0FSGK,14.99,4.497,4,0,0,59.96,17.988,10.493,41.972
SX073160,NGW-715608,01JZ3N57NGS8HVQNJ0YRZPMJ7S,39.99,11.997,13,0.39,202.7493,519.87,155.961,27.993,363.909
DB016992,PIG-827285,01JZ3NC5GGN3SDTJK6MQD8CR1N,1.99,0.597,15,0.3,8.955,29.85,8.955,1.393,20.895
NA063350,FME-747440,01JZ3NC89CNVSAJC7HYKCHB507,3.89,1.167,19,0.16,11.8256,73.91,22.173,2.723,51.737
IC043400,ZYY-076215,01JZ3NC5V5BEJYHZZW0Z7KEE77,3.49,1.047,18,0.33,20.7306,62.82,18.846,2.443,43.974
CE049433,JSO-649988,01JZ3N5935ZRXXMKKHBWVRG4NN,9.99,2.997,17,0.34,57.7422,169.83,50.949,6.993,118.881
SZ028845,PVU-265138,01JZ3N5AT2BH841A6AM79XDCJ4,19.99,5.997,16,0.03,9.5952,319.84,95.952,13.993,223.888
QX063911,QBE-839789,01JZ3N592W6EZCHAXJSN2XCDXK,3.99,1.197,4,0,0,15.96,4.788,2.793,11.172
KJ087516,KTI-570916,01JZ3NC8YYYF44PQHNDP82ZGHX,22.99,6.897,18,0.31,128.2842,413.82,124.146,16.093,289.674
YC086368,BEV-019437,01JZ3NC5XSAZA70WGPSS75JAKM,6.29,1.887,15,0.24,22.644,94.35,28.305,4.403,66.045
FS025615,TOG-321193,01JZ3N58TEPS91QE2NGN2ZP2SG,49.99,14.997,20,0.01,9.998,999.8,299.94,34.993,699.86
EU081196,GOU-710444,01JZ3NC4X9MMDB075GX5MCGT85,34.99,10.497,14,0.4,195.944,489.86,146.958,24.493,342.902
OI044600,BQD-645533,01JZ3N59P0TE5BBZ9Z0R98PHQZ,54.99,16.497,18,0.34,336.5388,989.82,296.946,38.493,692.874
TE085685,FFD-364788,01JZ3N57YPG79JGS23842THZ74,8.99,2.697,11,0.19,18.7891,98.89,29.667,6.293,69.223
BQ000218,TFB-559635,01JZ3N59478ZRJZ3SPGDCJQDT6,4.99,1.497,1,0.18,0.8982,4.99,1.497,3.493,3.493
JU097456,HPV-540073,01JZ3N57DHC0QTR1WK4D7T8PXX,3.79,1.137,4,0,0,15.16,4.548,2.653,10.612
AN067903,LNU-228712,01JZ3NC6MD4JYW6JV6BBVB61X8,2.29,0.687,10,0,0,22.9,6.87,1.603,16.03
SA018814,EFR-710580,01JZ3N57GF8DY140VWA3YVEBHC,22.99,6.897,6,0.31,42.7614,137.94,41.382,16.093,96.558
UD018779,HEL-106352,01JZ3N577P80D2EWTD57FTMH25,5.79,1.737,8,0.05,2.316,46.32,13.896,4.053,32.424
DH029445,XHE-300543,01JZ3N58W0TM2THPDF47X5MP83,79.99,23.997,12,0.01,9.5988,959.88,287.964,55.993,671.916
XU003449,ASX-758105,01JZ3N59G0577GTH7WHZHTZKF7,3.49,1.047,11,0.17,6.5263,38.39,11.517,2.443,26.873
WS048825,WRW-701131,01JZ3N58P0WN0CS7YM91JS7DB1,19.99,5.997,19,0,0,379.81,113.943,13.993,265.867
XT079740,EUS-122589,01JZ3N5D19ZMEDEQYCECWKS3X4,18.99,5.697,11,0.3,62.667,208.89,62.667,13.293,146.223
AN067903,ENM-425737,01JZ3NC6MD4JYW6JV6BBVB61X8,2.29,0.687,20,0.19,8.702,45.8,13.74,1.603,32.06
IY088933,JME-656954,01JZ3N574ETCVZ4S3P9YTX4WXZ,5.99,1.797,15,0.28,25.158,89.85,26.955,4.193,62.895
FR097644,HAS-042955,01JZ3N59Z4N07ZD2AMX627GYVW,39.99,11.997,17,0.15,101.9745,679.83,203.949,27.993,475.881
AH010274,UZV-807993,01JZ3N59XXT5RYW63PFTYD0X7M,19.99,5.997,7,0.01,1.3993,139.93,41.979,13.993,97.951
WB038596,DJW-954053,01JZ3NC8HM6Q5XE00RC1TYZW8D,12.99,3.897,11,0,0,142.89,42.867,9.093,100.023
EH082528,PFS-456108,01JZ3N593DWJ866X1VDP77VAHY,5.99,1.797,14,0.09,7.5474,83.86,25.158,4.193,58.702
VA068865,MCL-208008,01JZ3N59VMWAZ0W4PQ516QX53S,2.49,0.747,5,0.34,4.233,12.45,3.735,1.743,8.715
KF095712,GYP-097111,01JZ3N57WBV5SKZ00A15F0VQ5C,79.99,23.997,11,0.31,272.7659,879.89,263.967,55.993,615.923
AW002721,ATF-607867,01JZ3N57AHFT3DSTXF0GYXNES2,9.99,2.997,1,0.06,0.5994,9.99,2.997,6.993,6.993
XL007458,RLI-823493,01JZ3NC60YW8GAG3Y2CWA0FGVJ,3.5,1.05,6,0.15,3.15,21,6.3,2.45,14.7
HS079253,WJX-702657,01JZ3NC7MJVERD3MQKGTZXXZ0M,7.49,2.247,9,0.33,22.2453,67.41,20.223,5.243,47.187
UZ041116,HIV-400177,01JZ3NC54PM7TR91GSFXWQ57GP,39.99,11.997,12,0.09,43.1892,479.88,143.964,27.993,335.916
IC043400,VQP-584611,01JZ3NC5V5BEJYHZZW0Z7KEE77,3.49,1.047,2,0.09,0.6282,6.98,2.094,2.443,4.886
ZM067254,HQM-067683,01JZ3NC4HAYXSJ7SGV86KQ9QK7,39.99,11.997,19,0.22,167.1582,759.81,227.943,27.993,531.867
QU064323,JKL-947333,01JZ3NC7M1ZXY58W4HFW51V0ZA,45.99,13.797,2,0.26,23.9148,91.98,27.594,32.193,64.386
GZ075930,XXQ-780418,01JZ3NC55P93SPM09P0WQ33GMV,3.99,1.197,12,0.23,11.0124,47.88,14.364,2.793,33.516
XA015610,TIE-216046,01JZ3N57D3TXB1J4MZWAFS25KT,39.99,11.997,19,0.22,167.1582,759.81,227.943,27.993,531.867
QG032787,ACU-686532,01JZ3N57G0JRH7277AVNVM0QK4,79.99,23.997,12,0,0,959.88,287.964,55.993,671.916
BH069063,ASC-799309,01JZ3NC4NWZFD6Q40ZPNP4AD1X,3.59,1.077,19,0.34,23.1914,68.21,20.463,2.513,47.747
GT096217,HDP-076336,01JZ3N59AEZ6J274EBN5X9QM66,19.99,5.997,10,0.07,13.993,199.9,59.97,13.993,139.93
NL026223,GZT-452400,01JZ3N5852WRZ4VZBSVFG1D65V,39.99,11.997,3,0.11,13.1967,119.97,35.991,27.993,83.979
VL086290,RPQ-882010,01JZ3NC445K086AKJCM3DPMEM6,3.49,1.047,3,0.11,1.1517,10.47,3.141,2.443,7.329
VA096935,WGY-799398,01JZ3N59GACFEGSC871MQAWQZM,199,59.7,3,0.27,161.19,597,179.1,139.3,417.9
AI087863,XSD-112688,01JZ3NC45P3G4AZVF1YQD3EVCX,3.29,0.987,2,0.26,1.7108,6.58,1.974,2.303,4.606
WF009587,OAZ-418820,01JZ3N5AW1CPFPMWWT33J6AGMW,2.29,0.687,4,0.17,1.5572,9.16,2.748,1.603,6.412
SJ036890,LOQ-102442,01JZ3N5CRJGETK9DDF9PNXE5HT,3.99,1.197,4,0,0,15.96,4.788,2.793,11.172
ET028434,ZUX-639633,01JZ3NC8PVSQJW2J8B75RKHRSK,1.99,0.597,7,0.02,0.2786,13.93,4.179,1.393,9.751
PA056440,NRL-207038,01JZ3NC7HWVW1G86C9V3EWPTBR,2.99,0.897,17,0.38,19.3154,50.83,15.249,2.093,35.581
IF065494,QJJ-840118,01JZ3N5D4WRAK2CPYERJ4J8EZG,5.49,1.647,13,0.29,20.6973,71.37,21.411,3.843,49.959
HD049219,HEV-520461,01JZ3N58F7KV0D65VTHCCCHBSG,6.49,1.947,10,0.4,25.96,64.9,19.47,4.543,45.43
ZU040871,RUX-266068,01JZ3N588VEBT87N46EEDWTDEZ,1.89,0.567,20,0.16,6.048,37.8,11.34,1.323,26.46
BQ000218,JYN-832765,01JZ3N59478ZRJZ3SPGDCJQDT6,4.99,1.497,11,0.39,21.4071,54.89,16.467,3.493,38.423
VR073461,UUH-959028,01JZ3N576FS4S9YNJME0E1C4BE,19.99,5.997,16,0.04,12.7936,319.84,95.952,13.993,223.888
DN090133,VJW-129957,01JZ3N57ZH0SEZHVAHCYHPB3FE,199.99,59.997,1,0.12,23.9988,199.99,59.997,139.993,139.993
UB099492,CVF-101518,01JZ3NC49YVDJT3PGB1BWYKSMX,12.99,3.897,5,0.12,7.794,64.95,19.485,9.093,45.465
KV079867,PSX-927172,01JZ3N59EANQ5DWG2MPA84F0KP,4.49,1.347,17,0.02,1.5266,76.33,22.899,3.143,53.431
